Thu Nov 03 20:03:53 EDT 2016 ----------------------------------------- 
Wed Dec 07 19:13:44 EST 2016 ----------------------------------------- 
0,175.5
1,134.0
2,133.0
3,179.5
4,132.0
5,131.5
6,123.0
7,179.5
8,199.0
9,148.0
10,253.0
11,202.0
12,134.0
13,190.0
14,133.0
15,180.5
16,133.0
17,138.5
18,138.5
19,480.5
20,341.0
21,174.0
22,198.5
23,200.5
24,217.0
MaxFitness: 480.5Wed Dec 07 19:16:16 EST 2016 ----------------------------------------- 
0,131.5
1,131.5
2,131.5
3,131.5
4,144.0
5,354.0
6,200.0
7,202.0
8,142.5
9,203.5
10,191.5
11,136.0
12,220.5
13,264.0
14,337.0
15,134.0
16,134.0
17,480.0
18,764.5
Wed Dec 07 19:19:01 EST 2016 ----------------------------------------- 
0,134.0
1,133.0
2,131.5
3,132.5
4,131.5
5,133.0
6,187.0
7,188.5
8,192.0
9,142.5
10,776.5
11,328.0
12,239.5
13,775.5
14,223.5
15,519.5
16,126.5
17,215.0
18,994.5
Wed Dec 07 19:22:19 EST 2016 ----------------------------------------- 
0,134.5
1,198.5
2,201.0
3,134.0
4,272.0
5,187.0
6,190.0
7,245.5
8,184.0
9,184.0
10,320.0
11,141.0
12,199.0
13,195.5
Wed Dec 07 19:23:59 EST 2016 ----------------------------------------- 
0,126.0
1,247.0
2,124.0
3,415.0
4,215.5
5,187.0
6,193.0
7,181.5
8,183.5
9,258.5
10,205.0
11,199.5
12,193.5
13,475.5
14,336.0
15,191.0
16,269.5
17,213.0
18,348.0
19,270.0
20,952.0
21,3243.0
22,3280.0
23,3406.5
24,3285.5
MaxFitness: 3406.5Wed Dec 07 19:34:01 EST 2016 ----------------------------------------- 
0,177.0
1,131.5
2,192.5
3,136.0
4,200.5
5,278.0
6,269.5
7,263.5
8,201.5
9,401.5
10,204.0
11,137.5
12,210.0
13,257.0
14,201.0
15,265.0
16,225.5
17,480.5
18,198.0
19,552.5
20,269.0
Wed Dec 07 19:37:40 EST 2016 ----------------------------------------- 
0,23.0
1,123.0
2,131.5
3,199.5
4,256.5
5,251.0
6,199.5
7,201.0
8,197.0
9,163.0
10,163.5
11,193.0
Wed Dec 07 19:39:00 EST 2016 ----------------------------------------- 
Wed Dec 07 19:39:08 EST 2016 ----------------------------------------- 
0,258.0
1,121.5
2,133.0
3,133.0
4,197.0
5,202.0
6,208.5
7,271.0
8,281.5
9,1288.5
10,278.5
11,878.5
12,2444.5
13,1008.5
14,968.5
15,2342.0
16,3327.5
17,2957.5
18,3519.5
Thu Dec 08 12:59:12 EST 2016 ----------------------------------------- 
0,133.0
1,134.0
2,139.0
3,264.0
4,202.0
5,912.0
6,1345.5
